"netustm","gender","age","married","urban","native","edulevel","paidwork","happy","household","cntry"
240,"male",42,"married","urban","native","Lang videregående",1,9,4,"NO"
600,"male",47,"not married","urban","native","Kort/Mellemlang videregående",1,9,1,"NO"
90,"female",75,"married","urban","non-native","Erhvervsuddannelse",0,9,2,"NO"
240,"male",17,"not married","rural","native","Gymnasium",0,9,3,"NO"
90,"male",55,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
360,"male",28,"not married","urban","native","Erhvervsuddannelse",0,6,2,"NO"
480,"male",17,"not married","rural","native","Gymnasium",1,9,5,"NO"
90,"male",73,"not married","rural","native","Erhvervsuddannelse",0,6,1,"NO"
120,"male",59,"not married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
240,"male",57,"not married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
450,"male",50,"not married","rural","native","Erhvervsuddannelse",0,8,3,"NO"
60,"female",82,"married","urban","native","Kort/Mellemlang videregående",0,8,2,"NO"
520,"female",17,"not married","rural","native","Gymnasium",1,6,5,"NO"
480,"female",36,"not married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
120,"male",52,"married","rural","native","Lang videregående",1,8,3,"NO"
60,"male",84,"married","rural","native","Lang videregående",0,10,2,"NO"
NA,"male",75,"married","rural","non-native","Kort/Mellemlang videregående",1,8,2,"NO"
300,"male",24,"not married","rural","native","Erhvervsuddannelse",0,10,3,"NO"
420,"male",27,"not married","urban","non-native","Erhvervsuddannelse",1,9,4,"NO"
540,"male",61,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
NA,"female",71,"married","rural","native","Grundskole",0,5,2,"NO"
300,"male",45,"married","urban","native","Lang videregående",1,8,5,"NO"
300,"female",43,"not married","rural","native","Erhvervsuddannelse",0,8,3,"NO"
120,"male",58,"married","urban","native","Erhvervsuddannelse",0,8,2,"NO"
600,"male",34,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"NO"
420,"male",26,"not married","rural","native","Erhvervsuddannelse",1,7,2,"NO"
330,"female",34,"married","rural","non-native","Lang videregående",1,9,5,"NO"
300,"female",38,"married","urban","native","Lang videregående",1,8,6,"NO"
510,"male",17,"not married","urban","native","Gymnasium",0,8,3,"NO"
180,"female",36,"married","rural","native","Kort/Mellemlang videregående",1,9,5,"NO"
600,"female",22,"not married","urban","native","Erhvervsuddannelse",0,8,3,"NO"
240,"female",24,"not married","urban","non-native","Erhvervsuddannelse",1,7,1,"NO"
180,"male",34,"not married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
240,"female",23,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
240,"female",45,"not married","urban","native","Kort/Mellemlang videregående",0,3,2,"NO"
120,"female",33,"married","urban","native","Kort/Mellemlang videregående",1,10,4,"NO"
70,"male",62,"married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
120,"male",50,"married","urban","native","Lang videregående",1,9,2,"NO"
420,"female",18,"not married","rural","native","Gymnasium",0,8,6,"NO"
180,"male",49,"married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
150,"female",53,"married","rural","non-native","Gymnasium",1,10,2,"NO"
60,"female",57,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"NO"
300,"male",16,"not married","urban","native","Gymnasium",0,7,2,"NO"
660,"male",22,"not married","urban","native","Kort/Mellemlang videregående",1,9,3,"NO"
360,"male",45,"not married","urban","native","Kort/Mellemlang videregående",1,6,3,"NO"
360,"female",17,"not married","rural","native","Gymnasium",0,2,4,"NO"
120,"female",58,"not married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
270,"male",17,"not married","rural","native","Gymnasium",0,9,4,"NO"
60,"female",37,"married","rural","native","Erhvervsuddannelse",0,9,4,"NO"
480,"male",35,"not married","urban","native","Erhvervsuddannelse",1,10,2,"NO"
360,"female",51,"not married","rural","native","Gymnasium",1,8,2,"NO"
480,"male",51,"not married","rural","native","Kort/Mellemlang videregående",1,7,4,"NO"
210,"female",53,"married","rural","native","Lang videregående",1,8,2,"NO"
NA,"female",18,"not married","urban","non-native","Gymnasium",0,9,7,"NO"
300,"female",62,"married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
600,"female",54,"not married","urban","native","Lang videregående",1,9,1,"NO"
480,"male",29,"not married","urban","native","Kort/Mellemlang videregående",1,9,2,"NO"
240,"female",27,"not married","rural","native","Erhvervsuddannelse",1,10,3,"NO"
360,"male",45,"married","rural","non-native","Kort/Mellemlang videregående",1,8,4,"NO"
60,"male",77,"married","rural","native","Gymnasium",1,10,2,"NO"
60,"male",69,"married","rural","native","Gymnasium",0,10,2,"NO"
420,"female",18,"not married","rural","native","Gymnasium",1,9,5,"NO"
270,"male",35,"married","urban","native","Kort/Mellemlang videregående",1,9,4,"NO"
120,"female",49,"married","rural","native","Erhvervsuddannelse",1,10,6,"NO"
210,"male",51,"not married","urban","native","Erhvervsuddannelse",1,9,2,"NO"
300,"male",22,"not married","rural","non-native","Erhvervsuddannelse",1,10,3,"NO"
480,"female",26,"not married","rural","native","Lang videregående",1,8,2,"NO"
120,"female",19,"not married","rural","native","Gymnasium",0,9,4,"NO"
600,"female",38,"married","urban","native","Lang videregående",1,8,4,"NO"
120,"female",51,"married","rural","native","Kort/Mellemlang videregående",1,9,3,"NO"
300,"female",39,"married","rural","native","Lang videregående",0,6,4,"NO"
60,"female",78,"not married","rural","native","Gymnasium",0,9,1,"NO"
30,"male",61,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
120,"female",55,"married","rural","native","Erhvervsuddannelse",0,9,2,"NO"
420,"male",34,"not married","urban","non-native","Lang videregående",0,10,2,"NO"
240,"male",68,"married","urban","native","Lang videregående",1,8,2,"NO"
180,"male",58,"married","urban","non-native","Lang videregående",1,10,2,"NO"
150,"male",28,"not married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
240,"male",47,"not married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
480,"female",25,"not married","urban","native","Erhvervsuddannelse",1,9,3,"NO"
240,"male",79,"married","urban","native","Lang videregående",0,8,2,"NO"
120,"male",44,"not married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
120,"male",50,"not married","urban","native","Kort/Mellemlang videregående",1,3,2,"NO"
180,"male",62,"not married","rural","native","Erhvervsuddannelse",0,6,1,"NO"
150,"male",72,"married","rural","native","Lang videregående",0,9,2,"NO"
30,"male",87,"married","rural","native","Erhvervsuddannelse",0,9,2,"NO"
600,"male",56,"not married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
180,"female",54,"not married","rural","native","Kort/Mellemlang videregående",0,3,4,"NO"
30,"male",67,"married","rural","native","Lang videregående",0,9,2,"NO"
240,"male",35,"not married","rural","native","Kort/Mellemlang videregående",0,7,2,"NO"
360,"female",38,"not married","urban","native","Erhvervsuddannelse",1,8,3,"NO"
60,"female",86,"married","rural","native","Gymnasium",0,8,2,"NO"
90,"female",61,"married","urban","native","Erhvervsuddannelse",1,10,2,"NO"
NA,"female",78,"not married","rural","native","Gymnasium",0,10,1,"NO"
300,"female",53,"married","rural","native","Erhvervsuddannelse",1,7,2,"NO"
120,"female",45,"not married","rural","non-native","Erhvervsuddannelse",0,7,3,"NO"
600,"female",63,"not married","rural","non-native","Erhvervsuddannelse",1,8,1,"NO"
390,"male",43,"married","urban","native","Erhvervsuddannelse",1,9,4,"NO"
120,"male",60,"not married","urban","native","Erhvervsuddannelse",1,7,2,"NO"
119,"female",66,"married","rural","native","Erhvervsuddannelse",0,7,2,"NO"
300,"female",60,"not married","rural","native","Kort/Mellemlang videregående",0,3,1,"NO"
240,"female",44,"married","rural","native","Kort/Mellemlang videregående",1,7,4,"NO"
120,"male",76,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
60,"female",77,"not married","rural","native","Erhvervsuddannelse",0,9,1,"NO"
600,"male",28,"not married","rural","native","Erhvervsuddannelse",1,10,3,"NO"
120,"male",70,"married","urban","native","Lang videregående",0,9,2,"NO"
540,"male",51,"married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
300,"female",58,"married","rural","native","Lang videregående",1,7,2,"NO"
15,"male",74,"married","urban","native","Lang videregående",0,9,2,"NO"
360,"female",16,"not married","urban","native","Gymnasium",0,7,4,"NO"
120,"male",59,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
180,"female",59,"not married","rural","native","Erhvervsuddannelse",1,7,1,"NO"
480,"female",18,"not married","urban","native","Gymnasium",1,7,3,"NO"
60,"female",75,"not married","urban","native","Lang videregående",0,8,1,"NO"
120,"male",57,"married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
180,"female",77,"not married","urban","native","Lang videregående",0,9,1,"NO"
300,"male",35,"not married","urban","native","Lang videregående",1,4,1,"NO"
720,"male",30,"not married","urban","native","Kort/Mellemlang videregående",1,9,1,"NO"
180,"male",32,"not married","rural","native","Erhvervsuddannelse",1,7,1,"NO"
30,"female",41,"not married","rural","native","Kort/Mellemlang videregående",0,8,1,"NO"
300,"female",47,"married","rural","native","Lang videregående",1,8,5,"NO"
480,"female",23,"not married","urban","native","Kort/Mellemlang videregående",0,8,2,"NO"
300,"female",70,"married","rural","non-native","Kort/Mellemlang videregående",0,6,3,"NO"
600,"female",60,"not married","urban","native","Kort/Mellemlang videregående",1,8,1,"NO"
90,"female",64,"not married","rural","native","Gymnasium",0,5,1,"NO"
270,"male",59,"married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
360,"female",42,"married","rural","native","Lang videregående",1,8,4,"NO"
300,"male",75,"not married","urban","native","Lang videregående",0,8,1,"NO"
60,"female",67,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
720,"male",54,"married","urban","native","Lang videregående",1,7,3,"NO"
180,"female",73,"not married","urban","native","Lang videregående",0,10,1,"NO"
90,"male",44,"not married","rural","native","Erhvervsuddannelse",1,7,4,"NO"
450,"male",26,"not married","rural","native","Kort/Mellemlang videregående",1,10,2,"NO"
122,"female",58,"married","rural","native","Kort/Mellemlang videregående",1,10,2,"NO"
300,"female",27,"not married","rural","native","Kort/Mellemlang videregående",0,7,4,"NO"
360,"female",30,"married","urban","native","Lang videregående",1,8,4,"NO"
120,"male",69,"married","rural","native","Lang videregående",1,7,2,"NO"
30,"male",69,"not married","rural","native","Erhvervsuddannelse",0,6,1,"NO"
480,"male",37,"not married","rural","native","Gymnasium",1,6,5,"NO"
60,"female",77,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"NO"
NA,"male",90,"married","rural","native","Gymnasium",0,3,2,"NO"
NA,"female",77,"not married","rural","native","Gymnasium",0,8,1,"NO"
420,"female",16,"not married","rural","native","Gymnasium",0,7,6,"NO"
600,"female",33,"not married","urban","native","Lang videregående",1,7,3,"NO"
330,"female",31,"not married","rural","non-native","Erhvervsuddannelse",0,8,1,"NO"
30,"female",79,"not married","urban","native","Erhvervsuddannelse",0,10,2,"NO"
300,"male",66,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"NO"
120,"female",70,"not married","urban","native","Gymnasium",0,9,1,"NO"
90,"female",80,"married","rural","native","Gymnasium",0,9,2,"NO"
90,"male",74,"married","rural","non-native","Erhvervsuddannelse",1,9,2,"NO"
300,"male",69,"married","rural","native","Lang videregående",0,7,2,"NO"
720,"male",46,"married","rural","native","Lang videregående",1,7,5,"NO"
420,"female",49,"married","urban","native","Kort/Mellemlang videregående",1,7,4,"NO"
420,"female",28,"not married","urban","native","Kort/Mellemlang videregående",0,8,2,"NO"
600,"female",32,"not married","urban","native","Lang videregående",1,7,2,"NO"
720,"male",23,"not married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
60,"female",26,"not married","rural","native","Erhvervsuddannelse",1,5,2,"NO"
240,"female",26,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
600,"male",40,"not married","urban","native","Lang videregående",1,8,4,"NO"
15,"male",62,"married","rural","native","Erhvervsuddannelse",0,5,2,"NO"
60,"female",52,"not married","rural","native","Kort/Mellemlang videregående",1,10,1,"NO"
360,"female",25,"not married","rural","native","Kort/Mellemlang videregående",1,9,3,"NO"
120,"male",25,"not married","rural","native","Erhvervsuddannelse",1,7,1,"NO"
NA,"female",67,"married","urban","native","Kort/Mellemlang videregående",0,7,2,"NO"
360,"male",32,"married","rural","native","Erhvervsuddannelse",1,7,2,"NO"
150,"female",50,"married","rural","native","Lang videregående",0,8,3,"NO"
420,"male",15,"not married","urban","native","Grundskole",0,7,5,"NO"
360,"male",17,"not married","rural","native","Gymnasium",0,7,4,"NO"
360,"male",31,"married","urban","native","Kort/Mellemlang videregående",1,9,2,"NO"
600,"male",58,"not married","rural","native","Lang videregående",0,5,3,"NO"
120,"male",82,"married","urban","native","Kort/Mellemlang videregående",0,10,2,"NO"
720,"female",32,"not married","urban","native","Kort/Mellemlang videregående",1,9,2,"NO"
240,"male",37,"not married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
420,"male",30,"not married","urban","native","Erhvervsuddannelse",1,4,1,"NO"
210,"male",30,"not married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
90,"male",32,"married","urban","non-native","Lang videregående",1,8,3,"NO"
180,"female",37,"married","urban","native","Kort/Mellemlang videregående",1,9,4,"NO"
720,"female",30,"not married","rural","native","Lang videregående",1,6,1,"NO"
300,"female",60,"not married","rural","native","Lang videregående",1,8,3,"NO"
420,"female",34,"not married","urban","native","Kort/Mellemlang videregående",1,5,3,"NO"
120,"female",54,"married","rural","non-native","Erhvervsuddannelse",1,10,3,"NO"
120,"male",56,"not married","rural","native","Erhvervsuddannelse",0,4,1,"NO"
810,"male",35,"not married","urban","non-native","Erhvervsuddannelse",0,7,2,"NO"
NA,"female",75,"not married","rural","native","Kort/Mellemlang videregående",0,4,1,"NO"
300,"male",53,"married","rural","native","Gymnasium",1,10,3,"NO"
480,"female",35,"not married","rural","native","Lang videregående",1,9,4,"NO"
NA,"female",66,"not married","urban","native","Lang videregående",1,9,1,"NO"
180,"female",30,"not married","rural","native","Lang videregående",1,9,1,"NO"
240,"female",54,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
430,"male",58,"married","rural","native","Erhvervsuddannelse",1,7,3,"NO"
120,"female",37,"married","urban","native","Kort/Mellemlang videregående",1,8,6,"NO"
90,"male",53,"married","rural","native","Erhvervsuddannelse",1,9,4,"NO"
390,"female",17,"not married","rural","native","Gymnasium",0,9,5,"NO"
NA,"female",69,"not married","rural","native","Erhvervsuddannelse",0,4,1,"NO"
360,"male",80,"not married","rural","native","Gymnasium",0,6,1,"NO"
120,"female",17,"not married","rural","native","Gymnasium",1,4,4,"NO"
330,"female",22,"not married","rural","native","Erhvervsuddannelse",0,7,3,"NO"
210,"female",55,"not married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
540,"female",33,"married","urban","native","Lang videregående",1,7,4,"NO"
960,"male",20,"not married","urban","non-native","Erhvervsuddannelse",0,8,1,"NO"
540,"female",51,"married","urban","native","Lang videregående",1,9,3,"NO"
